session_id,user_id,evse_id,start_ts,end_ts,session_type,energy_kwh,import_kwh,export_kwh,net_kwh,tariff_model
run_20260307_223049-0003,user-007,EVSE-007,2026-03-07T22:05:31.662886Z,2026-03-07T22:45:31.662886Z,charge_only,14.921,14.921,0.0,14.921,TOU
run_20260307_223049-0004,user-006,EVSE-041,2026-03-07T20:04:46.686006Z,2026-03-07T20:44:46.686006Z,charge_only,4.711,4.711,0.0,4.711,TOU
run_20260307_223049-0005,user-006,EVSE-037,2026-03-07T03:45:17.594096Z,2026-03-07T04:05:17.594096Z,charge_only,2.538,2.538,0.0,2.538,TOU
run_20260307_223049-0006,user-008,EVSE-041,2026-03-07T14:29:17.403748Z,2026-03-07T15:29:17.403748Z,discharge_only,-7.616,0.0,7.616,-7.616,TOU
run_20260307_223049-0007,user-010,EVSE-047,2026-03-07T22:27:31.206188Z,2026-03-07T23:27:31.206188Z,charge_only,20.7,20.7,0.0,20.7,TOU
run_20260307_223049-0008,user-009,EVSE-037,2026-03-07T05:41:46.466002Z,2026-03-07T06:56:46.466002Z,charge_only,9.083,9.083,0.0,9.083,TOU
run_20260307_223049-0009,user-008,EVSE-005,2026-03-07T04:23:55.590905Z,2026-03-07T05:38:55.590905Z,bidirectional,-0.258,4.261,4.519,-0.258,TOU
run_20260307_223049-0010,user-004,EVSE-033,2026-03-07T09:51:38.774115Z,2026-03-07T10:11:38.774115Z,charge_only,2.492,2.492,0.0,2.492,TOU
run_20260307_223049-0011,user-004,EVSE-029,2026-03-07T11:02:30.188327Z,2026-03-07T12:17:30.188327Z,charge_only,26.694,26.694,0.0,26.694,TOU
run_20260307_223049-0012,user-008,EVSE-001,2026-03-07T17:59:16.722903Z,2026-03-07T18:19:16.722903Z,charge_only,3.653,3.653,0.0,3.653,TOU
run_20260307_223049-0013,user-004,EVSE-010,2026-03-07T19:59:30.720044Z,2026-03-07T20:59:30.720044Z,discharge_only,-11.042,0.0,11.042,-11.042,TOU
run_20260307_223049-0014,user-001,EVSE-039,2026-03-07T10:04:58.822873Z,2026-03-07T11:19:58.822873Z,charge_only,9.128,9.128,0.0,9.128,TOU
run_20260307_223049-0015,user-010,EVSE-030,2026-03-07T10:25:04.393780Z,2026-03-07T11:05:04.393780Z,discharge_only,-7.244,0.0,7.244,-7.244,TOU
run_20260307_223049-0016,user-002,EVSE-046,2026-03-07T22:13:30.273697Z,2026-03-07T22:43:30.273697Z,discharge_only,-11.679,0.0,11.679,-11.679,TOU
run_20260307_223049-0017,user-009,EVSE-018,2026-03-07T23:47:44.083542Z,2026-03-08T01:02:44.083542Z,charge_only,14.522,14.522,0.0,14.522,TOU
run_20260307_223049-0018,user-003,EVSE-038,2026-03-07T08:41:33.404201Z,2026-03-07T09:21:33.404201Z,charge_only,4.672,4.672,0.0,4.672,TOU
run_20260307_223049-0019,user-001,EVSE-027,2026-03-07T16:35:06.478566Z,2026-03-07T16:55:06.478566Z,discharge_only,-3.696,0.0,3.696,-3.696,TOU
run_20260307_223049-0020,user-004,EVSE-045,2026-03-07T03:13:58.067847Z,2026-03-07T03:43:58.067847Z,bidirectional,-0.172,2.433,2.605,-0.172,TOU
run_20260307_223049-0021,user-008,EVSE-002,2026-03-07T18:38:41.726804Z,2026-03-07T19:38:41.726804Z,discharge_only,-11.192,0.0,11.192,-11.192,TOU
run_20260307_223049-0022,user-003,EVSE-001,2026-03-07T10:02:57.047005Z,2026-03-07T10:42:57.047005Z,bidirectional,0.245,2.433,2.188,0.245,TOU
run_20260307_223049-0023,user-004,EVSE-033,2026-03-07T15:14:31.264838Z,2026-03-07T15:34:31.264838Z,charge_only,7.517,7.517,0.0,7.517,TOU
run_20260307_223049-0024,user-007,EVSE-011,2026-03-07T07:15:01.193014Z,2026-03-07T08:30:01.193014Z,bidirectional,0.817,4.91,4.093,0.817,TOU
run_20260307_223049-0025,user-010,EVSE-030,2026-03-07T15:56:19.734733Z,2026-03-07T16:26:19.734733Z,discharge_only,-11.153,0.0,11.153,-11.153,TOU
run_20260307_223049-0026,user-004,EVSE-008,2026-03-07T06:44:34.912901Z,2026-03-07T07:44:34.912901Z,discharge_only,-11.039,0.0,11.039,-11.039,TOU
run_20260307_223049-0027,user-009,EVSE-005,2026-03-07T00:16:26.092055Z,2026-03-07T01:31:26.092055Z,charge_only,13.549,13.549,0.0,13.549,TOU
run_20260307_223049-0028,user-006,EVSE-001,2026-03-07T16:18:37.093289Z,2026-03-07T17:33:37.093289Z,bidirectional,3.691,6.217,2.526,3.691,TOU
run_20260307_223049-0029,user-007,EVSE-040,2026-03-07T03:30:02.097071Z,2026-03-07T04:30:02.097071Z,charge_only,21.809,21.809,0.0,21.809,TOU
run_20260307_223049-0030,user-010,EVSE-014,2026-03-07T10:26:16.532667Z,2026-03-07T10:46:16.532667Z,charge_only,2.568,2.568,0.0,2.568,TOU
run_20260307_223049-0031,user-007,EVSE-016,2026-03-07T17:18:18.628409Z,2026-03-07T18:18:18.628409Z,charge_only,11.264,11.264,0.0,11.264,TOU
run_20260307_223049-0032,user-010,EVSE-046,2026-03-07T01:14:13.793280Z,2026-03-07T02:14:13.793280Z,discharge_only,-22.441,0.0,22.441,-22.441,TOU
run_20260307_223049-0033,user-004,EVSE-027,2026-03-07T21:32:15.727209Z,2026-03-07T22:12:15.727209Z,charge_only,15.024,15.024,0.0,15.024,TOU
run_20260307_223049-0034,user-006,EVSE-016,2026-03-07T08:43:45.446833Z,2026-03-07T09:43:45.446833Z,bidirectional,14.902,18.497,3.595,14.902,TOU
run_20260307_223049-0035,user-007,EVSE-042,2026-03-07T15:54:35.332041Z,2026-03-07T16:54:35.332041Z,bidirectional,6.964,8.847,1.883,6.964,TOU
run_20260307_223049-0036,user-001,EVSE-022,2026-03-07T21:45:00.190512Z,2026-03-07T22:15:00.190512Z,charge_only,5.412,5.412,0.0,5.412,TOU
run_20260307_223049-0037,user-005,EVSE-031,2026-03-07T17:56:58.722376Z,2026-03-07T18:16:58.722376Z,bidirectional,3.361,5.245,1.884,3.361,TOU
run_20260307_223049-0038,user-009,EVSE-003,2026-03-07T09:39:37.280020Z,2026-03-07T09:59:37.280020Z,discharge_only,-2.368,0.0,2.368,-2.368,TOU
run_20260307_223049-0039,user-003,EVSE-010,2026-03-07T08:40:28.061799Z,2026-03-07T09:40:28.061799Z,charge_only,7.14,7.14,0.0,7.14,TOU
run_20260307_223049-0040,user-002,EVSE-029,2026-03-07T00:07:45.474198Z,2026-03-07T00:27:45.474198Z,charge_only,7.132,7.132,0.0,7.132,TOU
run_20260307_223049-0041,user-010,EVSE-005,2026-03-07T00:13:21.299096Z,2026-03-07T00:53:21.299096Z,charge_only,14.805,14.805,0.0,14.805,TOU
run_20260307_223049-0042,user-010,EVSE-017,2026-03-07T12:42:19.561814Z,2026-03-07T13:02:19.561814Z,discharge_only,-2.55,0.0,2.55,-2.55,TOU
run_20260307_223049-0043,user-004,EVSE-028,2026-03-07T13:46:47.993329Z,2026-03-07T15:01:47.993329Z,charge_only,8.967,8.967,0.0,8.967,TOU
run_20260307_223049-0044,user-001,EVSE-022,2026-03-07T21:47:29.356995Z,2026-03-07T23:02:29.356995Z,charge_only,27.332,27.332,0.0,27.332,TOU
run_20260307_223049-0045,user-003,EVSE-004,2026-03-07T16:04:04.963467Z,2026-03-07T17:04:04.963467Z,charge_only,10.895,10.895,0.0,10.895,TOU
run_20260307_223049-0046,user-008,EVSE-002,2026-03-07T08:58:24.684679Z,2026-03-07T09:18:24.684679Z,discharge_only,-2.473,0.0,2.473,-2.473,TOU
run_20260307_223049-0047,user-004,EVSE-046,2026-03-07T06:56:54.763911Z,2026-03-07T07:36:54.763911Z,bidirectional,-1.102,7.261,8.363,-1.102,TOU
run_20260307_223049-0048,user-008,EVSE-035,2026-03-07T18:08:01.649715Z,2026-03-07T19:23:01.649715Z,discharge_only,-8.656,0.0,8.656,-8.656,TOU
run_20260307_223049-0049,user-009,EVSE-043,2026-03-07T14:55:49.051316Z,2026-03-07T15:35:49.051316Z,charge_only,4.939,4.939,0.0,4.939,TOU
run_20260307_223049-0050,user-003,EVSE-034,2026-03-07T12:05:43.604673Z,2026-03-07T12:25:43.604673Z,charge_only,2.248,2.248,0.0,2.248,TOU
run_20260307_223049-0051,user-003,EVSE-035,2026-03-07T14:08:37.847254Z,2026-03-07T14:38:37.847254Z,charge_only,3.555,3.555,0.0,3.555,TOU
run_20260307_223049-0052,user-008,EVSE-007,2026-03-07T03:02:46.107297Z,2026-03-07T03:22:46.107297Z,bidirectional,0.308,3.683,3.375,0.308,TOU
run_20260307_223049-0053,user-001,EVSE-012,2026-03-07T22:52:46.380306Z,2026-03-07T23:12:46.380306Z,discharge_only,-3.591,0.0,3.591,-3.591,TOU
run_20260307_223049-0054,user-007,EVSE-019,2026-03-07T09:06:37.024158Z,2026-03-07T09:36:37.024158Z,charge_only,5.95,5.95,0.0,5.95,TOU
run_20260307_223049-0055,user-008,EVSE-037,2026-03-07T01:17:51.641142Z,2026-03-07T02:32:51.641142Z,charge_only,13.517,13.517,0.0,13.517,TOU
run_20260307_223049-0056,user-001,EVSE-029,2026-03-07T02:07:42.695199Z,2026-03-07T03:07:42.695199Z,charge_only,11.307,11.307,0.0,11.307,TOU
run_20260307_223049-0057,user-003,EVSE-031,2026-03-07T21:49:12.476336Z,2026-03-07T22:29:12.476336Z,charge_only,6.836,6.836,0.0,6.836,TOU
run_20260307_223049-0058,user-006,EVSE-007,2026-03-07T04:40:54.308665Z,2026-03-07T05:40:54.308665Z,bidirectional,4.861,6.0,1.139,4.861,TOU
run_20260307_223049-0059,user-010,EVSE-035,2026-03-07T02:45:42.109373Z,2026-03-07T04:00:42.109373Z,charge_only,14.471,14.471,0.0,14.471,TOU
run_20260307_223049-0060,user-003,EVSE-029,2026-03-07T02:44:00.249071Z,2026-03-07T03:04:00.249071Z,charge_only,3.552,3.552,0.0,3.552,TOU
run_20260307_223049-0061,user-002,EVSE-041,2026-03-07T00:26:27.845137Z,2026-03-07T01:06:27.845137Z,charge_only,15.176,15.176,0.0,15.176,TOU
run_20260307_223049-0062,user-006,EVSE-039,2026-03-07T18:08:15.647285Z,2026-03-07T18:38:15.647285Z,discharge_only,-10.549,0.0,10.549,-10.549,TOU
run_20260307_223049-0063,user-003,EVSE-038,2026-03-07T00:16:57.640903Z,2026-03-07T01:31:57.640903Z,charge_only,14.405,14.405,0.0,14.405,TOU
run_20260307_223049-0064,user-010,EVSE-034,2026-03-07T22:56:33.260812Z,2026-03-08T00:11:33.260812Z,charge_only,13.535,13.535,0.0,13.535,TOU
run_20260307_223049-0065,user-007,EVSE-015,2026-03-07T21:36:10.980911Z,2026-03-07T21:56:10.980911Z,charge_only,7.649,7.649,0.0,7.649,TOU
run_20260307_223049-0066,user-007,EVSE-005,2026-03-07T13:59:58.494217Z,2026-03-07T14:19:58.494217Z,charge_only,3.762,3.762,0.0,3.762,TOU
run_20260307_223049-0067,user-007,EVSE-047,2026-03-07T21:39:56.833026Z,2026-03-07T22:19:56.833026Z,charge_only,4.835,4.835,0.0,4.835,TOU
run_20260307_223049-0068,user-005,EVSE-043,2026-03-07T15:32:37.769556Z,2026-03-07T16:47:37.769556Z,discharge_only,-26.707,0.0,26.707,-26.707,TOU
run_20260307_223049-0069,user-003,EVSE-025,2026-03-07T17:25:29.438415Z,2026-03-07T18:05:29.438415Z,discharge_only,-7.25,0.0,7.25,-7.25,TOU
run_20260307_223049-0070,user-006,EVSE-027,2026-03-07T16:30:14.531258Z,2026-03-07T17:10:14.531258Z,charge_only,14.78,14.78,0.0,14.78,TOU
run_20260307_223049-0071,user-002,EVSE-039,2026-03-07T15:41:57.065286Z,2026-03-07T16:01:57.065286Z,charge_only,3.548,3.548,0.0,3.548,TOU
run_20260307_223049-0072,user-004,EVSE-005,2026-03-07T05:34:01.000841Z,2026-03-07T06:14:01.000841Z,discharge_only,-7.418,0.0,7.418,-7.418,TOU
run_20260307_223049-0073,user-007,EVSE-002,2026-03-07T23:32:00.731239Z,2026-03-07T23:52:00.731239Z,charge_only,3.456,3.456,0.0,3.456,TOU
run_20260307_223049-0074,user-010,EVSE-005,2026-03-07T12:56:27.627676Z,2026-03-07T13:36:27.627676Z,charge_only,5.002,5.002,0.0,5.002,TOU
run_20260307_223049-0075,user-009,EVSE-012,2026-03-07T19:19:46.719779Z,2026-03-07T19:59:46.719779Z,charge_only,7.34,7.34,0.0,7.34,TOU
run_20260307_223049-0076,user-008,EVSE-019,2026-03-07T05:52:35.880699Z,2026-03-07T07:07:35.880699Z,charge_only,13.712,13.712,0.0,13.712,TOU
run_20260307_223049-0077,user-002,EVSE-033,2026-03-07T09:13:23.275241Z,2026-03-07T10:28:23.275241Z,charge_only,13.917,13.917,0.0,13.917,TOU
run_20260307_223049-0078,user-008,EVSE-006,2026-03-07T00:11:58.807643Z,2026-03-07T01:26:58.807643Z,charge_only,27.088,27.088,0.0,27.088,TOU
run_20260307_223049-0079,user-006,EVSE-024,2026-03-07T16:32:15.977876Z,2026-03-07T17:32:15.977876Z,charge_only,6.984,6.984,0.0,6.984,TOU
run_20260307_223049-0080,user-004,EVSE-011,2026-03-07T15:46:54.325381Z,2026-03-07T16:46:54.325381Z,discharge_only,-7.154,0.0,7.154,-7.154,TOU
run_20260307_223049-0081,user-010,EVSE-029,2026-03-07T04:33:58.622623Z,2026-03-07T05:03:58.622623Z,charge_only,11.191,11.191,0.0,11.191,TOU
run_20260307_223049-0082,user-008,EVSE-011,2026-03-07T02:17:16.617185Z,2026-03-07T02:47:16.617185Z,charge_only,5.283,5.283,0.0,5.283,TOU
run_20260307_223049-0083,user-003,EVSE-008,2026-03-07T03:01:52.634107Z,2026-03-07T03:21:52.634107Z,charge_only,7.291,7.291,0.0,7.291,TOU
run_20260307_223049-0084,user-005,EVSE-022,2026-03-07T13:11:58.819360Z,2026-03-07T14:26:58.819360Z,charge_only,9.258,9.258,0.0,9.258,TOU
run_20260307_223049-0085,user-005,EVSE-008,2026-03-07T01:57:56.970773Z,2026-03-07T02:57:56.970773Z,charge_only,21.611,21.611,0.0,21.611,TOU
run_20260307_223049-0086,user-010,EVSE-028,2026-03-07T13:00:45.383523Z,2026-03-07T13:20:45.383523Z,charge_only,3.841,3.841,0.0,3.841,TOU
run_20260307_223049-0087,user-010,EVSE-036,2026-03-07T13:59:08.559774Z,2026-03-07T14:19:08.559774Z,charge_only,7.058,7.058,0.0,7.058,TOU
run_20260307_223049-0088,user-001,EVSE-023,2026-03-07T08:43:38.043617Z,2026-03-07T09:23:38.043617Z,charge_only,7.603,7.603,0.0,7.603,TOU
run_20260307_223049-0089,user-003,EVSE-031,2026-03-07T04:03:14.852056Z,2026-03-07T05:03:14.852056Z,charge_only,21.496,21.496,0.0,21.496,TOU
run_20260307_223049-0090,user-004,EVSE-025,2026-03-07T17:07:00.018624Z,2026-03-07T17:27:00.018624Z,discharge_only,-7.621,0.0,7.621,-7.621,TOU
run_20260307_223049-0091,user-008,EVSE-028,2026-03-07T15:10:01.225511Z,2026-03-07T16:25:01.225511Z,charge_only,13.627,13.627,0.0,13.627,TOU
run_20260307_223049-0092,user-001,EVSE-010,2026-03-07T22:10:56.443345Z,2026-03-07T23:10:56.443345Z,charge_only,10.957,10.957,0.0,10.957,TOU
run_20260307_223049-0093,user-006,EVSE-012,2026-03-07T13:19:43.645415Z,2026-03-07T13:39:43.645415Z,bidirectional,-0.052,3.693,3.745,-0.052,TOU
run_20260307_223049-0094,user-009,EVSE-029,2026-03-07T21:09:25.449990Z,2026-03-07T21:49:25.449990Z,charge_only,15.014,15.014,0.0,15.014,TOU
run_20260307_223049-0095,user-006,EVSE-041,2026-03-07T07:57:18.642102Z,2026-03-07T08:17:18.642102Z,charge_only,7.402,7.402,0.0,7.402,TOU
run_20260307_223049-0096,user-004,EVSE-006,2026-03-07T21:04:14.283881Z,2026-03-07T21:34:14.283881Z,discharge_only,-3.353,0.0,3.353,-3.353,TOU
run_20260307_223049-0097,user-008,EVSE-010,2026-03-07T11:21:59.895423Z,2026-03-07T12:21:59.895423Z,bidirectional,12.001,17.113,5.112,12.001,TOU
run_20260307_223049-0098,user-004,EVSE-037,2026-03-07T15:40:43.605686Z,2026-03-07T16:55:43.605686Z,charge_only,13.43,13.43,0.0,13.43,TOU
run_20260307_223049-0099,user-002,EVSE-039,2026-03-07T22:53:32.100196Z,2026-03-08T00:08:32.100196Z,charge_only,13.486,13.486,0.0,13.486,TOU
run_20260307_223049-0100,user-006,EVSE-040,2026-03-07T06:21:45.141185Z,2026-03-07T07:01:45.141185Z,bidirectional,1.584,4.391,2.807,1.584,TOU
run_20260521_224907-0001,user-002,EVSE-046,2026-05-23T23:22:59.070749Z,2026-05-24T00:02:59.070749Z,bidirectional,3.404,4.028,0.624,3.404,TOU
run_20260521_224907-0002,user-004,EVSE-023,2026-05-23T13:12:08.338401Z,2026-05-23T13:52:08.338401Z,charge_only,4.893,4.893,0.0,4.893,TOU
run_20260521_224907-0003,user-008,EVSE-041,2026-05-23T11:06:49.892898Z,2026-05-23T12:06:49.892898Z,charge_only,7.318,7.318,0.0,7.318,TOU
run_20260521_224907-0004,user-006,EVSE-036,2026-05-23T18:57:18.592541Z,2026-05-23T19:37:18.592541Z,charge_only,15.207,15.207,0.0,15.207,TOU
run_20260521_224907-0005,user-001,EVSE-014,2026-05-23T18:29:10.246582Z,2026-05-23T18:49:10.246582Z,discharge_only,-3.741,0.0,3.741,-3.741,TOU
run_20260521_224907-0006,user-008,EVSE-009,2026-05-23T20:33:15.894586Z,2026-05-23T21:03:15.894586Z,charge_only,3.466,3.466,0.0,3.466,TOU
run_20260521_224907-0007,user-001,EVSE-001,2026-05-23T03:19:00.708605Z,2026-05-23T03:49:00.708605Z,bidirectional,0.471,5.582,5.111,0.471,TOU
run_20260521_224907-0008,user-009,EVSE-041,2026-05-23T05:57:44.158115Z,2026-05-23T06:37:44.158115Z,bidirectional,2.666,3.714,1.048,2.666,TOU
run_20260521_224907-0009,user-006,EVSE-036,2026-05-23T05:40:59.066874Z,2026-05-23T06:55:59.066874Z,charge_only,27.805,27.805,0.0,27.805,TOU
run_20260521_224907-0010,user-010,EVSE-029,2026-05-23T13:49:40.881967Z,2026-05-23T14:19:40.881967Z,charge_only,10.482,10.482,0.0,10.482,TOU
run_20260521_224907-0011,user-006,EVSE-031,2026-05-23T23:28:42.639935Z,2026-05-24T00:43:42.639935Z,charge_only,8.959,8.959,0.0,8.959,TOU
run_20260521_224907-0012,user-002,EVSE-013,2026-05-23T08:10:03.890442Z,2026-05-23T08:50:03.890442Z,discharge_only,-7.311,0.0,7.311,-7.311,TOU
run_20260521_224907-0013,user-007,EVSE-026,2026-05-23T19:34:46.633708Z,2026-05-23T20:34:46.633708Z,charge_only,7.205,7.205,0.0,7.205,TOU
run_20260521_224907-0014,user-001,EVSE-034,2026-05-23T00:20:09.315897Z,2026-05-23T01:00:09.315897Z,bidirectional,-0.141,3.852,3.993,-0.141,TOU
run_20260521_224907-0015,user-002,EVSE-040,2026-05-23T03:33:04.004082Z,2026-05-23T03:53:04.004082Z,bidirectional,3.936,6.033,2.097,3.936,TOU
run_20260521_224907-0016,user-010,EVSE-040,2026-05-23T11:26:11.573378Z,2026-05-23T12:06:11.573378Z,charge_only,4.855,4.855,0.0,4.855,TOU
run_20260521_224907-0017,user-002,EVSE-036,2026-05-23T11:04:48.387486Z,2026-05-23T12:19:48.387486Z,bidirectional,2.972,8.628,5.656,2.972,TOU
run_20260521_224907-0018,user-004,EVSE-018,2026-05-23T06:45:38.307031Z,2026-05-23T07:15:38.307031Z,charge_only,11.507,11.507,0.0,11.507,TOU
run_20260521_224907-0019,user-003,EVSE-038,2026-05-23T08:41:33.404201Z,2026-05-23T09:21:33.404201Z,charge_only,4.68,4.68,0.0,4.68,TOU
run_20260521_224907-0020,user-001,EVSE-040,2026-05-23T16:35:06.478566Z,2026-05-23T16:55:06.478566Z,bidirectional,1.885,2.898,1.013,1.885,TOU
run_20260521_224907-0021,user-004,EVSE-045,2026-05-23T03:13:58.067847Z,2026-05-23T03:43:58.067847Z,bidirectional,-0.048,2.557,2.605,-0.048,TOU
run_20260521_224907-0022,user-008,EVSE-002,2026-05-23T18:38:41.726804Z,2026-05-23T19:38:41.726804Z,discharge_only,-11.192,0.0,11.192,-11.192,TOU
run_20260521_224907-0023,user-003,EVSE-001,2026-05-23T10:02:57.047005Z,2026-05-23T10:42:57.047005Z,bidirectional,0.245,2.433,2.188,0.245,TOU
run_20260521_224907-0024,user-004,EVSE-033,2026-05-23T15:14:31.264838Z,2026-05-23T15:34:31.264838Z,charge_only,7.517,7.517,0.0,7.517,TOU
run_20260521_224907-0025,user-007,EVSE-011,2026-05-23T07:15:01.193014Z,2026-05-23T08:30:01.193014Z,bidirectional,0.817,4.91,4.093,0.817,TOU
run_20260521_224907-0026,user-010,EVSE-030,2026-05-23T15:56:19.734733Z,2026-05-23T16:26:19.734733Z,discharge_only,-11.153,0.0,11.153,-11.153,TOU
run_20260521_224907-0027,user-004,EVSE-008,2026-05-23T06:44:34.912901Z,2026-05-23T07:44:34.912901Z,discharge_only,-11.039,0.0,11.039,-11.039,TOU
run_20260521_224907-0028,user-009,EVSE-005,2026-05-23T00:16:26.092055Z,2026-05-23T01:31:26.092055Z,charge_only,13.549,13.549,0.0,13.549,TOU
run_20260521_224907-0029,user-006,EVSE-001,2026-05-23T16:18:37.093289Z,2026-05-23T17:33:37.093289Z,bidirectional,3.691,6.217,2.526,3.691,TOU
run_20260521_224907-0030,user-007,EVSE-040,2026-05-23T03:30:02.097071Z,2026-05-23T04:30:02.097071Z,charge_only,21.809,21.809,0.0,21.809,TOU
run_20260521_224907-0031,user-010,EVSE-014,2026-05-23T10:26:16.532667Z,2026-05-23T10:46:16.532667Z,charge_only,2.568,2.568,0.0,2.568,TOU
run_20260521_224907-0032,user-007,EVSE-016,2026-05-23T17:18:18.628409Z,2026-05-23T18:18:18.628409Z,charge_only,11.264,11.264,0.0,11.264,TOU
run_20260521_224907-0033,user-010,EVSE-013,2026-05-23T01:14:13.793280Z,2026-05-23T02:14:13.793280Z,bidirectional,9.654,14.861,5.207,9.654,TOU
run_20260521_224907-0034,user-004,EVSE-027,2026-05-23T21:32:15.727209Z,2026-05-23T22:12:15.727209Z,charge_only,15.024,15.024,0.0,15.024,TOU
run_20260521_224907-0035,user-006,EVSE-016,2026-05-23T08:43:45.446833Z,2026-05-23T09:43:45.446833Z,bidirectional,14.902,18.497,3.595,14.902,TOU
run_20260521_224907-0036,user-007,EVSE-042,2026-05-23T15:54:35.332041Z,2026-05-23T16:54:35.332041Z,bidirectional,6.964,8.847,1.883,6.964,TOU
run_20260521_224907-0037,user-001,EVSE-022,2026-05-23T21:45:00.190512Z,2026-05-23T22:15:00.190512Z,charge_only,5.412,5.412,0.0,5.412,TOU
run_20260521_224907-0038,user-005,EVSE-031,2026-05-23T17:56:58.722376Z,2026-05-23T18:16:58.722376Z,bidirectional,3.361,5.245,1.884,3.361,TOU
run_20260521_224907-0039,user-009,EVSE-004,2026-05-23T09:39:37.280020Z,2026-05-23T09:59:37.280020Z,bidirectional,-0.033,1.226,1.259,-0.033,TOU
run_20260521_224907-0040,user-003,EVSE-010,2026-05-23T08:40:28.061799Z,2026-05-23T09:40:28.061799Z,charge_only,7.14,7.14,0.0,7.14,TOU
run_20260521_224907-0041,user-002,EVSE-029,2026-05-23T00:07:45.474198Z,2026-05-23T00:27:45.474198Z,charge_only,7.132,7.132,0.0,7.132,TOU
run_20260521_224907-0042,user-010,EVSE-005,2026-05-23T00:13:21.299096Z,2026-05-23T00:53:21.299096Z,charge_only,14.805,14.805,0.0,14.805,TOU
run_20260521_224907-0043,user-010,EVSE-038,2026-05-23T12:42:19.561814Z,2026-05-23T13:02:19.561814Z,bidirectional,0.136,1.345,1.209,0.136,TOU
run_20260521_224907-0044,user-007,EVSE-008,2026-05-23T21:13:43.327467Z,2026-05-23T21:43:43.327467Z,bidirectional,3.91,7.517,3.607,3.91,TOU
run_20260521_224907-0045,user-007,EVSE-042,2026-05-23T01:21:32.772800Z,2026-05-23T02:36:32.772800Z,charge_only,27.548,27.548,0.0,27.548,TOU
run_20260521_224907-0046,user-010,EVSE-008,2026-05-23T13:31:19.537117Z,2026-05-23T14:31:19.537117Z,charge_only,7.084,7.084,0.0,7.084,TOU
run_20260521_224907-0047,user-009,EVSE-032,2026-05-23T04:11:06.289638Z,2026-05-23T04:31:06.289638Z,charge_only,7.108,7.108,0.0,7.108,TOU
run_20260521_224907-0048,user-004,EVSE-036,2026-05-23T17:34:26.341013Z,2026-05-23T18:04:26.341013Z,discharge_only,-5.532,0.0,5.532,-5.532,TOU
run_20260521_224907-0049,user-004,EVSE-046,2026-05-23T00:10:08.983156Z,2026-05-23T00:30:08.983156Z,charge_only,3.716,3.716,0.0,3.716,TOU
run_20260521_224907-0050,user-008,EVSE-032,2026-05-23T18:08:01.649715Z,2026-05-23T19:23:01.649715Z,discharge_only,-8.67,0.0,8.67,-8.67,TOU
run_20260521_224907-0051,user-008,EVSE-009,2026-05-23T15:42:01.291438Z,2026-05-23T16:57:01.291438Z,discharge_only,-27.453,0.0,27.453,-27.453,TOU
run_20260521_224907-0052,user-002,EVSE-035,2026-05-23T03:00:09.951682Z,2026-05-23T04:00:09.951682Z,charge_only,7.328,7.328,0.0,7.328,TOU
run_20260521_224907-0053,user-008,EVSE-007,2026-05-23T03:02:46.107297Z,2026-05-23T03:22:46.107297Z,bidirectional,0.308,3.683,3.375,0.308,TOU
run_20260521_224907-0054,user-001,EVSE-012,2026-05-23T22:52:46.380306Z,2026-05-23T23:12:46.380306Z,discharge_only,-3.591,0.0,3.591,-3.591,TOU
run_20260521_224907-0055,user-007,EVSE-019,2026-05-23T09:06:37.024158Z,2026-05-23T09:36:37.024158Z,charge_only,5.95,5.95,0.0,5.95,TOU
run_20260521_224907-0056,user-008,EVSE-037,2026-05-23T01:17:51.641142Z,2026-05-23T02:32:51.641142Z,charge_only,13.517,13.517,0.0,13.517,TOU
run_20260521_224907-0057,user-001,EVSE-029,2026-05-23T02:07:42.695199Z,2026-05-23T03:07:42.695199Z,charge_only,11.307,11.307,0.0,11.307,TOU
run_20260521_224907-0058,user-003,EVSE-031,2026-05-23T21:49:12.476336Z,2026-05-23T22:29:12.476336Z,charge_only,6.836,6.836,0.0,6.836,TOU
run_20260521_224907-0059,user-006,EVSE-007,2026-05-23T04:40:54.308665Z,2026-05-23T05:40:54.308665Z,bidirectional,4.861,6.0,1.139,4.861,TOU
run_20260521_224907-0060,user-010,EVSE-035,2026-05-23T02:45:42.109373Z,2026-05-23T04:00:42.109373Z,charge_only,14.471,14.471,0.0,14.471,TOU
run_20260521_224907-0061,user-003,EVSE-029,2026-05-23T02:44:00.249071Z,2026-05-23T03:04:00.249071Z,charge_only,3.552,3.552,0.0,3.552,TOU
run_20260521_224907-0062,user-002,EVSE-041,2026-05-23T00:26:27.845137Z,2026-05-23T01:06:27.845137Z,charge_only,15.176,15.176,0.0,15.176,TOU
run_20260521_224907-0063,user-006,EVSE-018,2026-05-23T18:08:15.647285Z,2026-05-23T18:38:15.647285Z,bidirectional,0.8,5.908,5.108,0.8,TOU
run_20260521_224907-0064,user-003,EVSE-004,2026-05-23T11:01:05.384527Z,2026-05-23T11:31:05.384527Z,charge_only,3.485,3.485,0.0,3.485,TOU
run_20260521_224907-0065,user-002,EVSE-026,2026-05-23T06:05:14.520237Z,2026-05-23T07:05:14.520237Z,charge_only,10.897,10.897,0.0,10.897,TOU
run_20260521_224907-0066,user-008,EVSE-021,2026-05-23T22:13:10.402158Z,2026-05-23T22:33:10.402158Z,charge_only,3.725,3.725,0.0,3.725,TOU
