session_id,user_id,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,receipt_hash,merkle_root,batch_root
run_20260521_224941-0199,user-005,7.661,7.661,0.0,7.661,2026-05-23T08:36:32.613979Z,2026-05-23T09:16:32.613979Z,2026-05-23,0x280045b19d884c4bd83549c662dfaf9f1638f523afb1b6c422d593b58763f857,0xdad524fa09e067fd7c91ae965b885195790d98cf86d08dde473060cc5cf11ff6,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0200,user-001,6.683,6.683,0.0,6.683,2026-05-23T08:15:13.390712Z,2026-05-23T08:55:13.390712Z,2026-05-23,0x6c191c5d3acd60d98d2dc1156c398f36fa0321b7fc8b806c17b76ceb30cea4ca,0xf53db6e37da79bfba1f6df0f0d59e2a9b0fbe60ee3b4f2a9669e0b8e9293b728,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0201,user-006,11.151,11.151,0.0,11.151,2026-05-23T11:48:27.996476Z,2026-05-23T12:18:27.996476Z,2026-05-23,0xaa921f7003d1f682c33523542f24d978be3f57034965dc0595030ef53cf4c44e,0x873abed58b7f29795d075a29e6887bd4d564e01a6a8a6a2859ad7c16730cc771,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0202,user-002,10.475,10.475,0.0,10.475,2026-05-23T18:38:57.296605Z,2026-05-23T19:08:57.296605Z,2026-05-23,0x53816e98257b3dc62526afc536b592e8f8daad5ebc54b9f50083603830133209,0x14d0e7caca2364e6553db9226f023f39cbd865812ec7c0157fde1f91f82f570c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0203,user-010,0.261,5.612,5.351,0.261,2026-05-23T22:16:26.960288Z,2026-05-23T22:46:26.960288Z,2026-05-23,0x303d2929e09c65ef73ef70a796073e8ad997ebcced04d72e1d0e57798fd7d2a3,0x15810a3365dc69583304e6bcffe8a0cde2a16404ddca24cd769203fb9e3f0b03,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0204,user-003,3.521,3.521,0.0,3.521,2026-05-23T16:23:24.469259Z,2026-05-23T16:53:24.469259Z,2026-05-23,0xe7d2d7253dae642fa0cb8127537c7f2183fb756602aee67cda7fa935ace17ca0,0xbac4a40649178316ea1fae6106f7b38ddb4d9fc04dae79f5152c461347a3adbb,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0205,user-002,-22.245,0.0,22.245,-22.245,2026-05-23T20:52:39.325266Z,2026-05-23T21:52:39.325266Z,2026-05-23,0xfc6a76b9f7f65a9f714c6d2a1058652a25f3f109e1b3de8d5e17c278b64d4d90,0x97e386164f1b4216b3453c1675473b748054f57a59e7e9ab8dea0534e6b086b0,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0206,user-003,-28.441,0.0,28.441,-28.441,2026-05-23T21:31:06.009503Z,2026-05-23T22:46:06.009503Z,2026-05-23,0x2d67487690fd900a49d1b2b0b328105cf2c50a02ac0bc88312bb74ec9078021c,0xfec995748a89f301873251d4fc99a93ecf31550c98aab02b50ac91aaa045171f,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0207,user-003,7.617,7.617,0.0,7.617,2026-05-23T18:54:53.164200Z,2026-05-23T19:14:53.164200Z,2026-05-23,0xfd2c03bf716f52161fa06046988d8b04d31b055b02f3f4289f895f6cbe2e3e61,0xde75a5bfc9fd59b7a86fa1196b9203ef58ae1529781fda2a2255f0c7be147bdc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0208,user-001,3.549,5.312,1.763,3.549,2026-05-23T09:43:44.960536Z,2026-05-23T10:03:44.960536Z,2026-05-23,0x56249328e25c1bd597a4137e8c59cf9ac957f977d8f9560f45dbefd0c73582f8,0xbcbef08d9957dafed20f40e8e250dc36259403299fa8c9bd91d7b8f3f02672df,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0209,user-001,6.78,6.78,0.0,6.78,2026-05-23T16:45:23.538309Z,2026-05-23T17:05:23.538309Z,2026-05-23,0x2a953fe782db5c9e2929dc38badc8ceaf45a365d871c15ff40a0ae54769a2714,0x47bb62e10dd19a7e0436b39b05e5174696ba8e310a4735d842338ffd6d285c7a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0210,user-002,6.899,6.899,0.0,6.899,2026-05-23T05:08:56.730283Z,2026-05-23T06:08:56.730283Z,2026-05-23,0x3a1eb1708cd11d2fa714d2e689c998dcb047204add8dba75f8fed9575c1f2aa9,0xd4d639b5ee42e86575d7ebe3dbda1d899f6c15b27e2823a4805a2cb1a8bb9fb2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0211,user-008,3.823,5.497,1.674,3.823,2026-05-23T20:24:13.915834Z,2026-05-23T20:44:13.915834Z,2026-05-23,0x179d1442210d5fabbffc4ed2a9d10fe81e9159b08871efe810cdc37d7c0f355b,0xf124c003061815780d5dbfe6e21a3906f73bd44ae33f3367013abf2ab88cf1b8,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0212,user-001,-14.705,0.0,14.705,-14.705,2026-05-23T03:31:45.713552Z,2026-05-23T04:11:45.713552Z,2026-05-23,0xe06384f634e12673442f2e5a8e53e5e64066cddebffc5b1316fcb67bf04bb41c,0x7b9b09d0c2cfd73faaaec58603f6d71c8c15aca33d7191052df74ee5af9fd17a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0213,user-002,0.341,2.575,2.234,0.341,2026-05-23T15:02:25.445957Z,2026-05-23T15:42:25.445957Z,2026-05-23,0xc103ae838ec9ad046eae9f59770079a5fed2c0c0b64406b1f722412776f52b2e,0xf7289e5a9405fdb5cff151f83f2f4d2d673ac62f706dc5dfdbca2d8d57c68eb9,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0214,user-002,14.209,14.209,0.0,14.209,2026-05-23T13:59:55.205283Z,2026-05-23T15:14:55.205283Z,2026-05-23,0xc2f538581f4b4732e5e972dfdeb8fceacd049aa467ed0c605dfc83ee26b19b65,0x6da4dc140a4d122cab1a2e8d62272ccda2a2f56be713af7dc6bef02b05acb369,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0215,user-010,14.444,14.444,0.0,14.444,2026-05-23T18:36:27.702970Z,2026-05-23T19:16:27.702970Z,2026-05-23,0x6468b64ef4115ff5835c0587e5b64c99940f9a757333b9ae2390fb4f437f885b,0xaa30e610ee3d60f4837f47630e1c00636be3ce90a9943565b03e1e42bd964e59,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0216,user-001,11.471,11.471,0.0,11.471,2026-05-23T08:32:30.350889Z,2026-05-23T09:02:30.350889Z,2026-05-23,0x1446ec9aaffdf897d7c8ab94f32fc7219057fdca255937ce2eb46903a18e0759,0x4b4375b56903a37d471c1c2f2bbd4f0dd72645ba59fe82aa41b37baa3ee7e951,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0217,user-007,3.758,3.758,0.0,3.758,2026-05-23T14:18:16.867765Z,2026-05-23T14:48:16.867765Z,2026-05-23,0x2549e77d560573ac5b17446d4fd9e225e2424ea96064e8949a5fa1c6ad50ff4e,0x72574c0bd9e41a0b48bb2323f44a70b1629de93e88e5c83983bd9a0e0340e40e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0218,user-001,2.571,2.571,0.0,2.571,2026-05-23T10:36:43.880615Z,2026-05-23T10:56:43.880615Z,2026-05-23,0x54b525904ba49961ed5b92f2337627a87a537a3afbea55e5f9c6efe4cb3cb625,0x6c9886f34f241a4cee8c35366304a080035db68d9a433b09374dbd78b60877ad,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0219,user-006,-5.172,0.0,5.172,-5.172,2026-05-23T04:10:33.130411Z,2026-05-23T04:40:33.130411Z,2026-05-23,0x73073b6cde2b2d8b28326f7e5651a5bdd5b9f06652fbdc67873cbb118d101c9d,0x7901ed9c4de52f944ecf21db25649389d7d9b485407910133bb4673abb80fefc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0220,user-005,7.869,11.434,3.565,7.869,2026-05-23T10:50:19.533742Z,2026-05-23T11:30:19.533742Z,2026-05-23,0xabe32ccaf6a1f38da0b03c8537033c5e23da6b8eb0bffec834610c6df43b2594,0xc0707853c3d476ce3070dcf0a6fbdd7fddfad6572deabc8aa6f552771da368ed,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0221,user-006,7.067,7.067,0.0,7.067,2026-05-23T21:23:49.039434Z,2026-05-23T22:23:49.039434Z,2026-05-23,0x6ccbf1c3a7eb15c271cc9ae79bb31a4c4d1ac9a56e9726e649d52b66a662cdac,0xe3ce4234aec69ac629c1c677ad102f82eef96467baaedef07d2045e28ed46294,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0222,user-003,11.151,11.151,0.0,11.151,2026-05-23T07:22:46.949629Z,2026-05-23T07:52:46.949629Z,2026-05-23,0xacc60cf53fa2a513e591b82f14634296bb17bf7c96f2143524311e974eb666d3,0x7431378dde6a0fcd8e53eac08dc0455383ad6aa0a31d02227f8b9f1c42450278,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0223,user-005,7.396,7.396,0.0,7.396,2026-05-23T14:26:04.032306Z,2026-05-23T15:06:04.032306Z,2026-05-23,0x2bc3c796328a1cb61860e6011cbc988d4fe392d104ed92d6f429b01aa430ff60,0x3d01b128416e51db686cd05262863512b81dee46a10bb512cedaf4c4919d9090,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0224,user-010,7.417,10.559,3.142,7.417,2026-05-23T06:50:17.176122Z,2026-05-23T07:30:17.176122Z,2026-05-23,0x89010c3790f55a71f1e76e8ff233c0a8709414efdf276a24e4522f6cd5fd27d7,0xfcbeb3b2c18ef70201e4bb8f5814bec0b1ceb45fdd6ebd2e94944a7714d62431,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0225,user-005,7.092,7.092,0.0,7.092,2026-05-23T02:55:25.966900Z,2026-05-23T03:55:25.966900Z,2026-05-23,0x98d047d932c49757836069dba2d9307fea5fd4d37a680438c5c2d040b5f98484,0xc423e2dd9fd26e5046e6cb8bc0e316502a3d091893abb306eb0745f139fa7bc2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0226,user-010,9.253,9.253,0.0,9.253,2026-05-23T03:09:01.743716Z,2026-05-23T04:24:01.743716Z,2026-05-23,0x40869289e7fc62ef44e49f1266a5dc7944ffd2ed570fb8c634bdded30df9422f,0x3c1d9901d79fa1afc2e6233e9822d78825db494994e019ff946a476cabee22f2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0227,user-008,14.857,14.857,0.0,14.857,2026-05-23T04:03:49.427159Z,2026-05-23T04:43:49.427159Z,2026-05-23,0x596863add16c6ad136c5e8c409780c38ec2bd4d57087a2f598335092ae43ca99,0xa901e435c37e82c5240fa6ff78dfe9e1dfdc85891df31575e59ded5725662907,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0228,user-005,3.683,3.683,0.0,3.683,2026-05-23T10:37:29.879181Z,2026-05-23T11:07:29.879181Z,2026-05-23,0xbf7b5ea370b7874837cdebf84c674a4c195a8569b4c863b41651308cf433ec3f,0x1142fcd316e72b2e665348666394f56ada167720b2cad382cc2e2f7193a155c3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0229,user-005,-28.118,0.0,28.118,-28.118,2026-05-23T12:12:36.398684Z,2026-05-23T13:27:36.398684Z,2026-05-23,0x29fb90904cc9b994f3a9cfe01c6d133dc52950b0484f3ed480cae4cf97747e06,0xc2ce75034053008694d9e200abe4a092c1064c84da7cafc24c9d6fb6577b03b6,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0230,user-001,3.767,5.454,1.687,3.767,2026-05-23T21:13:48.023399Z,2026-05-23T21:53:48.023399Z,2026-05-23,0xa60c50b3841918adee6a6efeafa85a9d2bcc9d835f0a2fc93303d6a41e121da9,0xfe21f5ecdc2bb6b6f3e4437a1285af3cd31c2377891e5c91ec1e02644fa825d4,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0231,user-008,11.618,13.846,2.228,11.618,2026-05-23T12:18:00.073128Z,2026-05-23T12:58:00.073128Z,2026-05-23,0x7c810aa77db2ade78e0dc509609736835132b2863f4b68dc024bfec51c4ecd6f,0xe643c3aa4fa41c612b25e40fac1822ff4dd84bb92db07309ee1842f9c26def02,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0232,user-007,7.371,7.371,0.0,7.371,2026-05-23T08:27:57.115835Z,2026-05-23T08:47:57.115835Z,2026-05-23,0xc1be70c7081092e78e2f45ec89c9dd105878fc01f42260cc2e767c320610abca,0x948b89f8e07720db7e0910a5f569989afeffa892923a20b8626a8c46832834f2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0233,user-010,-7.085,0.0,7.085,-7.085,2026-05-23T04:15:52.090870Z,2026-05-23T04:55:52.090870Z,2026-05-23,0xaefd35e04ead20a48376628d46093dbdb73ad3ed394dae1b8baa6e830f4d60f9,0xfbc74c72c71b4451ac9d6878bded1d4296036c3e6a3700e14f7cd2119614d970,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0234,user-006,3.596,3.596,0.0,3.596,2026-05-23T01:42:36.674386Z,2026-05-23T02:02:36.674386Z,2026-05-23,0x73f7ba2758c26d68130b1163c151975821f4ffac3b1eee4d3799764784e557c3,0xa8920aa103a690a34f5e945063986ba732cd6148a7e9ea5bf7364e589df31d68,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0235,user-003,-10.546,0.0,10.546,-10.546,2026-05-23T11:10:48.385207Z,2026-05-23T11:40:48.385207Z,2026-05-23,0xe0d38d3e7f50e513823b9cb97371cf2ccd82a9c727f87603aa738835de8b8ad8,0x6590e20cf6e773cbaa1141073bfad6e4926d388218a8d7bd398f2ee9ebf3d30e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0236,user-001,7.526,8.082,0.556,7.526,2026-05-23T10:41:55.510177Z,2026-05-23T11:56:55.510177Z,2026-05-23,0x54f083010b0412331f46f365b9d983e410ab2c7bde50e534d063a8c8371493e3,0x16b3317ba15632bacf5ab4fc03769733c08f3b0f97a2498ee64ef4aa1d08e437,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0237,user-001,13.721,13.721,0.0,13.721,2026-05-23T03:33:00.100782Z,2026-05-23T04:48:00.100782Z,2026-05-23,0xb2e1dc5b4ae853474371874f4d39bdd1a3a9925860561a86a8e692e0aae95128,0xa1d3d405d726e28cb4f2dd76fc49f08a228eb7ccfe4eff5c687cfe70a3f12e19,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0238,user-006,-3.326,0.0,3.326,-3.326,2026-05-23T00:58:31.869145Z,2026-05-23T01:28:31.869145Z,2026-05-23,0x57261b2cc4de6c76c15bcfbe3feede4deec936561bef0b20496d8a99252371a3,0x3eb6def3c6b1ad43e3d8f75188dcdb8945338b031a6aa43498e630c43491b033,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0239,user-006,0.247,11.144,10.897,0.247,2026-05-23T05:23:20.134524Z,2026-05-23T06:23:20.134524Z,2026-05-23,0x77ce37f4243cf66999504189395617c73860f457e31a19e9b87e835d26329d29,0x25f6da0e513c2676c8403771dcce40fb1dc36c408b74f200bed80d77fabbb1de,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0240,user-001,26.458,26.458,0.0,26.458,2026-05-23T10:44:42.278527Z,2026-05-23T11:59:42.278527Z,2026-05-23,0x299bd7242ae874f15105df3145e5eee2e4b0bebee9ba4d5b5f21011d39c5057d,0xee4d1efad5f2a624e28d64189a4de01c24cc523aee3c67887d47c2ffbcd95a41,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0241,user-003,27.913,27.913,0.0,27.913,2026-05-23T19:41:01.856110Z,2026-05-23T20:56:01.856110Z,2026-05-23,0xce86b6e1c9813b152a2a8fff497513b56ac005b72f9a42711e303c9ac3eecba0,0x9e5ec9018d9e6f1a0e2dd4105727ed5416b8e556431a030ce1decbe6034c8d0a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0242,user-005,14.753,14.753,0.0,14.753,2026-05-23T03:56:47.036199Z,2026-05-23T04:36:47.036199Z,2026-05-23,0xcdbb93046d9675e965dc41d543031d7a3eaa014b3870ae5498a9b4a5ea6adcf9,0xef6007175ac5b029c98b28f96a6474273a1b1eb3c7bb0535500395bb36c7f886,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0243,user-006,15.541,19.099,3.558,15.541,2026-05-23T12:17:55.160985Z,2026-05-23T13:17:55.160985Z,2026-05-23,0xd2c8b7b055ff14a2f69098b2b8f9775dc35fb0beb04b0096fcb89185d36e4054,0xa553906b0f2e7f0f1941c4dd6fd2b4a2128f305f3eda421c60684c2a18213e69,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0244,user-007,2.525,2.525,0.0,2.525,2026-05-23T23:26:40.662303Z,2026-05-23T23:46:40.662303Z,2026-05-23,0x6350068a0dfc171664cd0a548da6aaee56898fea3949711a02e5f8be528be1da,0x60309d10dd15f6c37de5c9463dbcd9de80c5c801c28c2a0bf53e8bffbccb48be,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0245,user-009,27.822,27.822,0.0,27.822,2026-05-23T00:59:08.207728Z,2026-05-23T02:14:08.207728Z,2026-05-23,0xa49154d8e07c6bb6f6ebf80129525078248f3e066de01c828cc878af45aaf4ce,0x86e29bc91f26a7c9988f4eac9c747cc307ea1256697604f8dfa073ed077a59f9,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0246,user-006,0.775,13.513,12.738,0.775,2026-05-23T01:50:48.791965Z,2026-05-23T03:05:48.791965Z,2026-05-23,0xb7eb3aa7bec59cd5db5bb543408139fa0f688bb85c737ff12febb09dc7df37a4,0x358e9cf8d01fe962b39db1c196c75a858ccfd8ac8c86f1eccf9f00e66f9ab789,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0247,user-007,4.653,4.653,0.0,4.653,2026-05-23T11:27:15.378557Z,2026-05-23T12:07:15.378557Z,2026-05-23,0xd8456aecc5c7058e7cb7373a1543d1a84a288c28705ff19543964f410fd1ec8e,0x11d10b028faccb09987c1dbfaa6117c553c8e620790d2370034d4eb3ad519bed,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0248,user-008,3.635,3.635,0.0,3.635,2026-05-23T05:36:09.791873Z,2026-05-23T05:56:09.791873Z,2026-05-23,0x2b08fa837b54e06f432c43e6c1affd20f902ef36b7b498a6a70c93da6f4e281d,0x14ec44ad472ec70f411c25d08ded7a98060ca340b06ff6c2cf93cf9426821ef4,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0249,user-001,10.86,10.86,0.0,10.86,2026-05-23T14:58:57.418221Z,2026-05-23T15:28:57.418221Z,2026-05-23,0x8f732b04a1b88b4b53e8dec9f4bab4eb731479ce865524fee26a52fc519fc4d5,0xd0de29f693e1233d5350da16fb580272626bee81191592d56797bb33ecd4871c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0250,user-007,21.57,21.57,0.0,21.57,2026-05-23T05:51:50.427787Z,2026-05-23T06:51:50.427787Z,2026-05-23,0x1b2eeb51486d63d767197aff419ae2ee694551ef9c39d66d2005781661e4bf35,0x43376ae6d91fc85091c58fb4b26955326948e1ad8ff67b5fc1bc2fcfbebccd7f,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0251,user-009,13.904,13.904,0.0,13.904,2026-05-23T14:22:11.537685Z,2026-05-23T15:02:11.537685Z,2026-05-23,0x8cd4db6ea8f349a3011c3a52d65cec467e059134fe1ac54bd6a8efa885815449,0x161781c75a71d1c07f42817328b009610a6520a20032d0cc8b75ff4036734185,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0252,user-002,10.22,10.22,0.0,10.22,2026-05-23T09:21:59.906392Z,2026-05-23T10:21:59.906392Z,2026-05-23,0x7196f7a8f7f5f637db6b5ac0736800823c1af0d06ac893a833ba8ca06fdfc2cf,0x3eb0219a55bd653bd0d82ca9ef212ae399c5bc850666484065cd3bc36220ed79,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0253,user-010,1.801,2.741,0.94,1.801,2026-05-23T19:54:56.678147Z,2026-05-23T20:14:56.678147Z,2026-05-23,0x356a0c8605ef74c7baf82583106480ab6af5fe45780e355351ce68071f9130c8,0xb692d0416f35d3e4901ea6462aff2597b37d6c11da21210f258b23d251ffdc4b,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0254,user-002,13.771,13.771,0.0,13.771,2026-05-23T01:55:23.070816Z,2026-05-23T03:10:23.070816Z,2026-05-23,0x11416e1fa18ae083eb310857ca5d5b98be1630692fc378f8b4f8b51c23d535b9,0x754bee93f83ce96f6406ccc826f891158b09f4c761c4dc1a83267116062403d1,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0255,user-009,14.06,14.06,0.0,14.06,2026-05-23T04:28:04.068994Z,2026-05-23T05:43:04.068994Z,2026-05-23,0x6787a5441e4b9cba564cd21f634ec8187c84981e6e46057906f2999492ff37c9,0x10125e7978abf2a49a5df5e55805f7e90d7da988148703d21d253b47c1805f77,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0256,user-005,3.824,3.824,0.0,3.824,2026-05-23T18:01:30.542551Z,2026-05-23T18:21:30.542551Z,2026-05-23,0x3dc963b237642d258c48e2d57462fcfd57f240dd690ae37dc2d886e2dc6bf62d,0x61516bb729adcf9b9dfbe598440ac53efbde9236ea5e689e0ca888328abf9409,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0257,user-003,5.679,5.679,0.0,5.679,2026-05-23T01:15:08.995377Z,2026-05-23T01:45:08.995377Z,2026-05-23,0x5788aeb61f8b191165a71f497a97fd5bc5ae5b6e0ba4eaecad2756e000cecaf4,0x32ae9d7c73099385364eb6bb8d45ebdf16eddcce25001d44b751d582e394882a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0258,user-002,3.473,12.5,9.027,3.473,2026-05-23T07:45:49.832411Z,2026-05-23T08:45:49.832411Z,2026-05-23,0x1592fafd8380ba74142d7076f7a7e410c822a9d73ceb74adef61f2fdaeef969c,0xeed710168862b9cc708fef23adcf25377eec38f329cda5a81948c554af4e48ce,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0259,user-008,-7.385,0.0,7.385,-7.385,2026-05-23T01:25:53.857994Z,2026-05-23T01:45:53.857994Z,2026-05-23,0x68cbfe7b28f0a6c943350798e69485d3c044cbed2b3a111fa90b20d5aef091dc,0x7d59cd7b401d1aff9ba8f7cad82bf21ac4f0ebe422d85513b4eb8fa803a148bf,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0260,user-001,10.247,16.239,5.992,10.247,2026-05-23T07:48:17.495578Z,2026-05-23T08:48:17.495578Z,2026-05-23,0xbaef591c732bf5fa2100ba784df062510bb0b0985d89092706f957afdcabb378,0x944833cc8b49a0ab40849b2140555c0c1376abbe4e0c1c6dc960aa4263c2d174,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0261,user-004,4.734,4.734,0.0,4.734,2026-05-23T04:26:33.926618Z,2026-05-23T05:06:33.926618Z,2026-05-23,0xac20f52152a5746a15a14a16d0e0960e6d71ecee1a8af3ebc95415ecaf3e3349,0x0dbae309122533f6bc09f08af5ed977363664dca69608db50797b5ee3a0ef404,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0262,user-008,20.89,24.608,3.718,20.89,2026-05-23T16:46:57.046662Z,2026-05-23T18:01:57.046662Z,2026-05-23,0xc4a56c7f41717c3bf1e5f160d385c3891974667e74440f4ccaaa2dcc6e2b1dc9,0xa9fb6b8e71747b7e53830a1009193a6f2fa4ba2cb21648cc3465db53d4c0c462,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0263,user-009,-7.126,0.0,7.126,-7.126,2026-05-23T19:47:39.844593Z,2026-05-23T20:27:39.844593Z,2026-05-23,0xb512860592969760281489eb6704ab69e3a2c6dda9aca9797532432d305edd3d,0xd8d8ec6f63e06ed34f7bab25872b139da4e79d4e9cafbf9c5fcd9c80268c181d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0264,user-010,1.211,1.856,0.645,1.211,2026-05-23T10:15:50.513617Z,2026-05-23T10:35:50.513617Z,2026-05-23,0x44cef895df276580b13961c6c41a563035ea6de36553c714735357d891393a10,0x730b6d4885233a17a9450899e474bb38b43c5f4a068c06716e73228c76f9e5ca,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
